Date,Time,date_and_time,Day,Month,Year,Hour,Minute,Ta_h_oxbox,MR_h,MR_g_h,Note_MR,energetic_state,Ti_iBut,Ta_iBut,Tskin_h,Note_Temp,Measurment_No,ID_individual,oxbox,Index
12.10.2011,19:00:20,12.10.2011 19:00,12,10,2011,19,0,12.8,71.04,3.12,normotherm,1,16.7,10.2,-9999,,4,HM 12,2,1
12.10.2011,20:00:20,12.10.2011 20:00,12,10,2011,20,0,12,67.55,2.96,normotherm,1,16.7,9.1,-9999,,4,HM 12,2,2
12.10.2011,21:00:20,12.10.2011 21:00,12,10,2011,21,0,11.7,63.74,2.8,normotherm,1,16.7,8.6,-9999,,4,HM 12,2,3
12.10.2011,22:00:20,12.10.2011 22:00,12,10,2011,22,0,11.1,-9999,-9999,raus,-1,13.2,8.1,-9999,,4,HM 12,2,4
12.10.2011,23:00:20,12.10.2011 23:00,12,10,2011,23,0,10.7,-9999,-9999,raus,-1,12.2,7.1,-9999,,4,HM 12,2,5
13.10.2011,00:00:20,13.10.2011 00:00,13,10,2011,0,0,10.4,43.12,1.89,raus + rein,-1,11.7,6.6,-9999,,4,HM 12,2,6
13.10.2011,01:00:20,13.10.2011 01:00,13,10,2011,1,0,10,57.78,2.53,rein + raus,1,15.7,6.1,-9999,,4,HM 12,2,7
13.10.2011,02:00:20,13.10.2011 02:00,13,10,2011,2,0,10.2,13.88,0.61,raus + rein,-1,11.7,5.6,-9999,,4,HM 12,2,8
13.10.2011,03:00:20,13.10.2011 03:00,13,10,2011,3,0,10.1,92.54,4.06,normotherm,1,14.7,5.6,-9999,,4,HM 12,2,9
13.10.2011,04:00:20,13.10.2011 04:00,13,10,2011,4,0,9.7,85.97,3.77,normotherm,1,15.2,5.6,-9999,,4,HM 12,2,10
13.10.2011,05:00:20,13.10.2011 05:00,13,10,2011,5,0,9.5,86.94,3.81,normotherm,1,14.7,5.6,-9999,,4,HM 12,2,11
13.10.2011,06:00:20,13.10.2011 06:00,13,10,2011,6,0,9.4,89.38,3.92,normotherm,1,14.7,5.6,-9999,,4,HM 12,2,12
13.10.2011,07:00:20,13.10.2011 07:00,13,10,2011,7,0,9.3,91.92,4.03,normotherm,1,14.7,5.6,-9999,,4,HM 12,2,13
13.10.2011,08:00:20,13.10.2011 08:00,13,10,2011,8,0,9.1,64.18,2.82,normotherm,1,14.7,5.1,-9999,,4,HM 12,2,14
13.10.2011,09:00:20,13.10.2011 09:00,13,10,2011,9,0,9.3,20.56,0.9,um arousal,-1,13.7,4.6,-9999,,4,HM 12,2,15
13.10.2011,10:00:20,13.10.2011 10:00,13,10,2011,10,0,10.1,9.34,0.41,um arousal,-1,12.2,5.6,-9999,,4,HM 12,2,16
13.10.2011,11:00:20,13.10.2011 11:00,13,10,2011,11,0,10.8,4.77,0.21,torpor,0,11.2,7.1,-9999,,4,HM 12,2,17
13.10.2011,12:00:20,13.10.2011 12:00,13,10,2011,12,0,11.6,2.09,0.09,torpor,0,10.7,8.6,-9999,,4,HM 12,2,18
13.10.2011,13:00:20,13.10.2011 13:00,13,10,2011,13,0,12.1,4.68,0.21,torpor,0,10.7,9.6,-9999,,4,HM 12,2,19
13.10.2011,14:00:20,13.10.2011 14:00,13,10,2011,14,0,12.7,132.54,5.81,arousal,1,10.7,10.7,-9999,,4,HM 12,2,20
13.10.2011,15:00:20,13.10.2011 15:00,13,10,2011,15,0,13.2,73.49,3.22,normotherm,1,14.7,11.2,-9999,,4,HM 12,2,21
13.10.2011,16:00:20,13.10.2011 16:00,13,10,2011,16,0,14.1,72.35,3.17,normotherm,1,15.2,11.2,-9999,,4,HM 12,2,22
13.10.2011,18:00:01,13.10.2011 18:00,13,10,2011,18,0,13.4,61.96,2.67,normotherm,1,18.7,10.7,-9999,,6,HM 4,2,23
13.10.2011,19:00:01,13.10.2011 19:00,13,10,2011,19,0,12,76.8,3.31,normotherm,1,19.2,9.1,-9999,,6,HM 4,2,24
13.10.2011,20:00:01,13.10.2011 20:00,13,10,2011,20,0,11.2,5.99,0.26,raus + rein,-1,15.2,7.6,-9999,,6,HM 4,2,25
13.10.2011,21:00:01,13.10.2011 21:00,13,10,2011,21,0,10.6,4.61,0.2,raus + rein,-1,13.2,6.6,-9999,,6,HM 4,2,26
13.10.2011,22:00:01,13.10.2011 22:00,13,10,2011,22,0,10.1,6.43,0.28,raus + rein,-1,12.7,5.6,-9999,,6,HM 4,2,27
13.10.2011,23:00:01,13.10.2011 23:00,13,10,2011,23,0,9.8,15.59,0.67,raus + rein,-1,11.7,4.6,-9999,,6,HM 4,2,28
14.10.2011,00:00:01,14.10.2011 00:00,14,10,2011,0,0,9.3,79.07,3.41,"normotherm, aktiv",1,17.2,4.1,-9999,,6,HM 4,2,29
14.10.2011,01:00:01,14.10.2011 01:00,14,10,2011,1,0,8.9,2,0.09,raus + rein,-1,12.2,3.6,-9999,,6,HM 4,2,30
14.10.2011,02:00:01,14.10.2011 02:00,14,10,2011,2,0,8.6,4.1,0.18,raus + rein,-1,10.7,3.1,-9999,,6,HM 4,2,31
14.10.2011,03:00:01,14.10.2011 03:00,14,10,2011,3,0,8.3,4.04,0.17,raus + rein,-1,10.2,2.6,-9999,,6,HM 4,2,32
14.10.2011,04:00:01,14.10.2011 04:00,14,10,2011,4,0,7.9,36.81,1.59,raus + rein,-1,9.7,2.1,-9999,,6,HM 4,2,33
14.10.2011,05:00:01,14.10.2011 05:00,14,10,2011,5,0,7.9,57.79,2.49,raus + rein,-1,15.2,1.6,-9999,,6,HM 4,2,34
14.10.2011,06:00:01,14.10.2011 06:00,14,10,2011,6,0,7.6,38.24,1.65,raus + rein,-1,9.7,1.6,-9999,,6,HM 4,2,35
14.10.2011,07:00:01,14.10.2011 07:00,14,10,2011,7,0,7.5,81.79,3.53,normotherm,1,14.7,1.1,-9999,,6,HM 4,2,36
14.10.2011,08:00:01,14.10.2011 08:00,14,10,2011,8,0,7.2,75.47,3.25,normotherm,1,15.2,1.1,-9999,,6,HM 4,2,37
14.10.2011,09:00:01,14.10.2011 09:00,14,10,2011,9,0,7.2,85.75,3.7,normotherm,1,14.7,1.1,-9999,,6,HM 4,2,38
14.10.2011,10:00:01,14.10.2011 10:00,14,10,2011,10,0,7.7,94.16,4.06,normotherm,1,14.7,1.6,-9999,,6,HM 4,2,39
14.10.2011,11:00:01,14.10.2011 11:00,14,10,2011,11,0,8.7,78.95,3.4,normotherm,1,15.2,3.6,-9999,,6,HM 4,2,40
14.10.2011,12:00:01,14.10.2011 12:00,14,10,2011,12,0,9.6,77.97,3.36,normotherm,1,15.2,5.6,-9999,,6,HM 4,2,41
14.10.2011,13:00:01,14.10.2011 13:00,14,10,2011,13,0,10.2,77.65,3.35,normotherm,1,15.2,7.1,-9999,,6,HM 4,2,42
14.10.2011,14:00:01,14.10.2011 14:00,14,10,2011,14,0,11.3,76.3,3.29,normotherm,1,15.2,7.6,-9999,,6,HM 4,2,43
14.10.2011,15:00:01,14.10.2011 15:00,14,10,2011,15,0,12,75.1,3.24,normotherm,1,15.2,8.1,-9999,,6,HM 4,2,44
14.10.2011,16:00:01,14.10.2011 16:00,14,10,2011,16,0,12.1,77.21,3.33,normotherm,1,15.2,8.1,-9999,,6,HM 4,2,45
14.10.2011,17:00:01,14.10.2011 17:00,14,10,2011,17,0,12,73.31,3.16,normotherm,1,15.7,8.6,-9999,,6,HM 4,2,46
14.10.2011,18:00:01,14.10.2011 18:00,14,10,2011,18,0,11.5,85.18,3.67,normotherm,1,16.2,8.6,-9999,,6,HM 4,2,47
14.10.2011,19:00:01,14.10.2011 19:00,14,10,2011,19,0,10.5,85.54,3.69,normotherm,1,16.2,7.6,-9999,,6,HM 4,2,48
14.10.2011,20:00:01,14.10.2011 20:00,14,10,2011,20,0,10,31.43,1.35,raus + rein,-1,14.2,6.1,-9999,,6,HM 4,2,49
14.10.2011,21:00:01,14.10.2011 21:00,14,10,2011,21,0,9.7,2.95,0.13,raus + rein,-1,11.2,5.6,-9999,,6,HM 4,2,50
14.10.2011,22:00:01,14.10.2011 22:00,14,10,2011,22,0,9.4,42.81,1.85,raus + rein,-1,10.7,4.6,-9999,,6,HM 4,2,51
14.10.2011,23:00:01,14.10.2011 23:00,14,10,2011,23,0,9.1,78.6,3.39,"normotherm, aktiv",1,16.7,4.1,-9999,,6,HM 4,2,52
15.10.2011,00:00:01,15.10.2011 00:00,15,10,2011,0,0,8.7,66.51,2.87,"normotherm, aktiv",1,10.7,3.6,-9999,,6,HM 4,2,53
15.10.2011,01:00:01,15.10.2011 01:00,15,10,2011,1,0,8.4,104.55,4.51,normotherm,1,16.7,3.1,-9999,,6,HM 4,2,54
15.10.2011,02:00:01,15.10.2011 02:00,15,10,2011,2,0,8.2,103.89,4.48,normotherm,1,12.7,2.6,-9999,,6,HM 4,2,55
15.10.2011,03:00:01,15.10.2011 03:00,15,10,2011,3,0,7.9,40.68,1.75,raus + rein,-1,15.7,2.1,-9999,,6,HM 4,2,56
15.10.2011,04:00:01,15.10.2011 04:00,15,10,2011,4,0,7.6,71.08,3.06,"normotherm, aktiv",1,11.7,1.6,-9999,,6,HM 4,2,57
15.10.2011,05:00:01,15.10.2011 05:00,15,10,2011,5,0,7.4,4.06,0.18,raus + rein,-1,10.2,1.1,-9999,,6,HM 4,2,58
15.10.2011,06:00:01,15.10.2011 06:00,15,10,2011,6,0,7,52.01,2.24,raus + rein,-1,8.6,1.1,-9999,,6,HM 4,2,59
15.10.2011,07:00:01,15.10.2011 07:00,15,10,2011,7,0,6.7,103.98,4.48,normotherm,1,16.2,0.6,-9999,,6,HM 4,2,60
15.10.2011,08:00:01,15.10.2011 08:00,15,10,2011,8,0,6.6,98.3,4.24,normotherm,1,16.2,0.6,-9999,,6,HM 4,2,61
15.10.2011,09:00:01,15.10.2011 09:00,15,10,2011,9,0,6.7,84.21,3.63,normotherm,1,16.2,0.1,-9999,,6,HM 4,2,62
15.10.2011,10:00:01,15.10.2011 10:00,15,10,2011,10,0,7.1,83.63,3.6,normotherm,1,15.7,1.1,-9999,,6,HM 4,2,63
15.10.2011,11:00:01,15.10.2011 11:00,15,10,2011,11,0,7.9,85.79,3.7,normotherm,1,15.2,2.6,-9999,,6,HM 4,2,64
15.10.2011,12:00:01,15.10.2011 12:00,15,10,2011,12,0,8.9,97.79,4.22,normotherm,1,15.2,4.6,-9999,,6,HM 4,2,65
15.10.2011,13:00:01,15.10.2011 13:00,15,10,2011,13,0,9.8,80.62,3.48,normotherm,1,15.2,6.1,-9999,,6,HM 4,2,66
15.10.2011,14:00:01,15.10.2011 14:00,15,10,2011,14,0,10.4,80.93,3.49,normotherm,1,15.2,7.1,-9999,,6,HM 4,2,67
15.10.2011,15:00:01,15.10.2011 15:00,15,10,2011,15,0,10.9,78.27,3.37,normotherm,1,15.2,7.6,-9999,,6,HM 4,2,68
15.10.2011,16:00:01,15.10.2011 16:00,15,10,2011,16,0,11.8,85.76,3.7,normotherm,1,15.7,8.1,-9999,,6,HM 4,2,69
15.10.2011,17:00:01,15.10.2011 17:00,15,10,2011,17,0,12.3,75.65,3.26,normotherm,1,16.2,8.6,-9999,,6,HM 4,2,70
15.10.2011,18:00:01,15.10.2011 18:00,15,10,2011,18,0,11.6,81.71,3.52,normotherm,1,16.2,8.6,-9999,,6,HM 4,2,71
15.10.2011,19:00:01,15.10.2011 19:00,15,10,2011,19,0,10.7,80.15,3.45,normotherm,1,17.2,8.1,-9999,,6,HM 4,2,72
15.10.2011,20:00:01,15.10.2011 20:00,15,10,2011,20,0,10.1,62.41,2.69,"normotherm, aktiv",1,14.2,7.1,-9999,,6,HM 4,2,73
15.10.2011,21:00:01,15.10.2011 21:00,15,10,2011,21,0,9.9,13.02,0.56,raus + rein,-1,12.2,5.6,-9999,,6,HM 4,2,74
15.10.2011,22:00:01,15.10.2011 22:00,15,10,2011,22,0,9.6,60.65,2.61,"normotherm, aktiv",1,16.2,4.1,-9999,,6,HM 4,2,75
15.10.2011,23:00:01,15.10.2011 23:00,15,10,2011,23,0,9.1,64.35,2.77,"normotherm, aktiv",1,10.7,3.6,-9999,,6,HM 4,2,76
16.10.2011,00:00:01,16.10.2011 00:00,16,10,2011,0,0,8.8,8.38,0.36,raus + rein,-1,11.7,3.1,-9999,,6,HM 4,2,77
16.10.2011,01:00:01,16.10.2011 01:00,16,10,2011,1,0,8.5,111.69,4.81,normotherm,1,14.7,4.1,-9999,,6,HM 4,2,78
16.10.2011,02:00:01,16.10.2011 02:00,16,10,2011,2,0,8.2,81.56,3.52,normotherm,1,14.7,4.1,-9999,,6,HM 4,2,79
16.10.2011,03:00:01,16.10.2011 03:00,16,10,2011,3,0,7.8,59.51,2.56,raus + rein,-1,11.7,4.1,-9999,,6,HM 4,2,80
16.10.2011,04:00:01,16.10.2011 04:00,16,10,2011,4,0,7.7,61.46,2.65,"normotherm, aktiv",1,16.7,3.1,-9999,,6,HM 4,2,81
16.10.2011,05:00:01,16.10.2011 05:00,16,10,2011,5,0,7.6,84.49,3.64,normotherm,1,11.2,2.6,-9999,,6,HM 4,2,82
16.10.2011,06:00:01,16.10.2011 06:00,16,10,2011,6,0,7.3,86.82,3.74,normotherm,1,14.7,2.1,-9999,,6,HM 4,2,83
16.10.2011,07:00:01,16.10.2011 07:00,16,10,2011,7,0,7.1,104.51,4.5,normotherm,1,12.7,2.6,-9999,,6,HM 4,2,84
16.10.2011,08:00:01,16.10.2011 08:00,16,10,2011,8,0,6.9,80.52,3.47,normotherm,1,16.7,2.1,-9999,,6,HM 4,2,85
16.10.2011,09:00:01,16.10.2011 09:00,16,10,2011,9,0,6.9,99.2,4.28,normotherm,1,14.7,3.1,-9999,,6,HM 4,2,86
16.10.2011,10:00:01,16.10.2011 10:00,16,10,2011,10,0,7.1,87.62,3.78,normotherm,1,15.2,4.1,-9999,,6,HM 4,2,87
16.10.2011,11:00:01,16.10.2011 11:00,16,10,2011,11,0,7.8,85.6,3.69,normotherm,1,15.2,6.1,-9999,,6,HM 4,2,88
16.10.2011,12:00:01,16.10.2011 12:00,16,10,2011,12,0,8.7,86.74,3.74,normotherm,1,14.7,7.1,-9999,,6,HM 4,2,89
16.10.2011,13:00:01,16.10.2011 13:00,16,10,2011,13,0,9.6,93.17,4.02,normotherm,1,14.7,8.1,-9999,,6,HM 4,2,90
16.10.2011,15:00:01,16.10.2011 15:00,16,10,2011,15,0,11.1,106.42,,normotherm,1,13.7,9.6,-9999,,8,HM 12,1,91
16.10.2011,16:00:01,16.10.2011 16:00,16,10,2011,16,0,11.1,103.36,4.07,normotherm,1,14.2,9.6,-9999,,8,HM 12,1,92
16.10.2011,17:00:01,16.10.2011 17:00,16,10,2011,17,0,11.8,98.17,3.86,normotherm,1,15.2,10.2,-9999,,8,HM 12,1,93
16.10.2011,18:00:01,16.10.2011 18:00,16,10,2011,18,0,11.3,106.74,4.2,normotherm,1,15.7,10.2,-9999,,8,HM 12,1,94
16.10.2011,19:00:01,16.10.2011 19:00,16,10,2011,19,0,10.7,118.3,4.66,"normotherm, aktiv",1,16.7,9.6,-9999,,8,HM 12,1,95
16.10.2011,20:00:01,16.10.2011 20:00,16,10,2011,20,0,10.3,15.63,0.62,raus + rein,-1,13.2,9.1,-9999,,8,HM 12,1,96
16.10.2011,21:00:01,16.10.2011 21:00,16,10,2011,21,0,10.2,62.89,2.48,"normotherm, aktiv",1,11.7,9.1,-9999,,8,HM 12,1,97
16.10.2011,22:00:01,16.10.2011 22:00,16,10,2011,22,0,9.9,42.5,1.67,raus + rein,-1,14.2,8.6,-9999,,8,HM 12,1,98
16.10.2011,23:00:01,16.10.2011 23:00,16,10,2011,23,0,9.6,4.81,0.19,raus + rein,-1,11.2,7.1,-9999,,8,HM 12,1,99
17.10.2011,00:00:01,17.10.2011 00:00,17,10,2011,0,0,9.3,2.74,0.11,raus + rein,-1,10.7,5.6,-9999,,8,HM 12,1,100
17.10.2011,01:00:01,17.10.2011 01:00,17,10,2011,1,0,9.1,120.82,4.76,"normotherm, aktiv",1,10.7,5.1,-9999,,8,HM 12,1,101
17.10.2011,02:00:01,17.10.2011 02:00,17,10,2011,2,0,8.9,85.51,3.37,"normotherm, aktiv",1,14.7,5.1,-9999,,8,HM 12,1,102
17.10.2011,03:00:01,17.10.2011 03:00,17,10,2011,3,0,8.5,6.58,0.26,raus + rein,-1,10.2,4.6,-9999,,8,HM 12,1,103
17.10.2011,04:00:01,17.10.2011 04:00,17,10,2011,4,0,8.2,3.83,0.15,raus + rein,-1,9.7,4.1,-9999,,8,HM 12,1,104
17.10.2011,05:00:01,17.10.2011 05:00,17,10,2011,5,0,7.9,2.86,0.11,raus + rein,-1,9.2,3.6,-9999,,8,HM 12,1,105
17.10.2011,06:00:01,17.10.2011 06:00,17,10,2011,6,0,7.8,118.76,4.68,normotherm,1,8.7,3.1,-9999,,8,HM 12,1,106
17.10.2011,07:00:01,17.10.2011 07:00,17,10,2011,7,0,7.7,114.94,4.53,normotherm,1,13.7,3.6,-9999,,8,HM 12,1,107
17.10.2011,08:00:01,17.10.2011 08:00,17,10,2011,8,0,7.6,124.37,4.9,normotherm,1,13.2,3.6,-9999,,8,HM 12,1,108
17.10.2011,09:00:01,17.10.2011 09:00,17,10,2011,9,0,7.7,110.85,4.36,normotherm,1,13.2,3.1,-9999,,8,HM 12,1,109
17.10.2011,10:00:01,17.10.2011 10:00,17,10,2011,10,0,8.2,117.2,4.61,normotherm,1,13.2,4.6,-9999,,8,HM 12,1,110
17.10.2011,11:00:01,17.10.2011 11:00,17,10,2011,11,0,9.1,116.82,4.6,normotherm,1,13.2,6.1,-9999,,8,HM 12,1,111
17.10.2011,12:00:01,17.10.2011 12:00,17,10,2011,12,0,10.1,114.27,4.5,normotherm,1,13.7,7.6,-9999,,8,HM 12,1,112
17.10.2011,13:00:01,17.10.2011 13:00,17,10,2011,13,0,10.8,120.76,4.75,normotherm,1,14.2,8.6,-9999,,8,HM 12,1,113
17.10.2011,14:00:01,17.10.2011 14:00,17,10,2011,14,0,11.5,117.4,4.62,normotherm,1,15.2,9.6,-9999,,8,HM 12,1,114
17.10.2011,15:00:01,17.10.2011 15:00,17,10,2011,15,0,11.9,108.64,4.28,normotherm,1,15.7,10.2,-9999,,8,HM 12,1,115
17.10.2011,16:00:01,17.10.2011 16:00,17,10,2011,16,0,12.3,103.4,4.07,normotherm,1,15.7,10.7,-9999,,8,HM 12,1,116
17.10.2011,17:00:01,17.10.2011 17:00,17,10,2011,17,0,12.1,113.84,4.48,normotherm,1,16.2,10.7,-9999,,8,HM 12,1,117
17.10.2011,18:00:01,17.10.2011 18:00,17,10,2011,18,0,11.7,100.9,3.97,normotherm,1,17.2,10.7,-9999,,8,HM 12,1,118
17.10.2011,19:00:01,17.10.2011 19:00,17,10,2011,19,0,11.4,120.2,4.73,normotherm,1,16.7,10.2,-9999,,8,HM 12,1,119
17.10.2011,20:00:01,17.10.2011 20:00,17,10,2011,20,0,11.4,37.23,1.47,raus + rein,-1,15.7,10.2,-9999,,8,HM 12,1,120
17.10.2011,21:00:01,17.10.2011 21:00,17,10,2011,21,0,11.1,5.09,0.2,raus + rein,-1,13.2,10.2,-9999,,8,HM 12,1,121
17.10.2011,22:00:01,17.10.2011 22:00,17,10,2011,22,0,11,3,0.12,raus + rein,-1,12.7,9.6,-9999,,8,HM 12,1,122
17.10.2011,23:00:01,17.10.2011 23:00,17,10,2011,23,0,10.8,124.78,4.91,"normotherm, aktiv",1,12.2,9.1,-9999,,8,HM 12,1,123
18.10.2011,00:00:01,18.10.2011 00:00,18,10,2011,0,0,10.8,47.41,1.87,raus + rein,-1,15.7,9.1,-9999,,8,HM 12,1,124
18.10.2011,01:00:01,18.10.2011 01:00,18,10,2011,1,0,10.7,116.8,4.6,"normotherm, aktiv",1,14.7,9.6,-9999,,8,HM 12,1,125
18.10.2011,02:00:01,18.10.2011 02:00,18,10,2011,2,0,10.6,85.47,3.36,"normotherm, aktiv",-1,13.7,9.1,-9999,,8,HM 12,1,126
18.10.2011,03:00:01,18.10.2011 03:00,18,10,2011,3,0,10.6,113.41,4.46,"normotherm, aktiv",1,16.2,9.1,-9999,,8,HM 12,1,127
18.10.2011,04:00:01,18.10.2011 04:00,18,10,2011,4,0,10.7,12.43,0.49,raus + rein,-1,13.2,9.1,-9999,,8,HM 12,1,128
18.10.2011,05:00:01,18.10.2011 05:00,18,10,2011,5,0,10.9,70.7,2.78,"normotherm, aktiv",1,11.7,9.1,-9999,,8,HM 12,1,129
18.10.2011,06:00:01,18.10.2011 06:00,18,10,2011,6,0,11.1,126.77,4.99,normotherm,1,15.7,9.6,-9999,,8,HM 12,1,130
18.10.2011,07:00:01,18.10.2011 07:00,18,10,2011,7,0,11.2,107.57,4.23,normotherm,1,15.7,10.2,-9999,,8,HM 12,1,131
18.10.2011,08:00:01,18.10.2011 08:00,18,10,2011,8,0,11.3,82.73,3.26,normotherm,1,14.7,10.2,-9999,,8,HM 12,1,132
18.10.2011,09:00:01,18.10.2011 09:00,18,10,2011,9,0,11.5,68.17,2.68,normotherm,1,16.2,10.2,-9999,,8,HM 12,1,133
18.10.2011,10:00:01,18.10.2011 10:00,18,10,2011,10,0,11.6,119.82,4.72,normotherm,1,16.2,10.7,-9999,,8,HM 12,1,134
18.10.2011,11:00:01,18.10.2011 11:00,18,10,2011,11,0,11.6,106.42,4.19,normotherm,1,16.7,11.2,-9999,,8,HM 12,1,135
18.10.2011,12:00:01,18.10.2011 12:00,18,10,2011,12,0,11.1,93.48,3.68,normotherm,1,16.7,10.7,-9999,,8,HM 12,1,136
18.10.2011,13:00:01,18.10.2011 13:00,18,10,2011,13,0,10.6,123.92,4.88,normotherm,1,17.2,9.6,-9999,,8,HM 12,1,137
18.10.2011,14:00:01,18.10.2011 14:00,18,10,2011,14,0,10.5,92.37,3.64,normotherm,1,17.7,9.6,-9999,,8,HM 12,1,138
18.10.2011,15:00:01,18.10.2011 15:00,18,10,2011,15,0,10.4,98.54,3.88,normotherm,1,17.2,9.1,-9999,,8,HM 12,1,139
18.10.2011,17:00:22,18.10.2011 17:00,18,10,2011,17,0,10.7,83.85,3.31,normotherm,1,16.7,9.6,-9999,,9,HM 4,1,140
18.10.2011,18:00:22,18.10.2011 18:00,18,10,2011,18,0,10.5,106.66,4.22,normotherm,1,16.7,9.1,-9999,,9,HM 4,1,141
18.10.2011,19:00:22,18.10.2011 19:00,18,10,2011,19,0,10,102.66,4.06,"normotherm, aktiv",1,17.2,8.6,-9999,,9,HM 4,1,142
18.10.2011,20:00:22,18.10.2011 20:00,18,10,2011,20,0,9.9,79.95,3.16,"normotherm, aktiv",-1,13.7,8.1,-9999,,9,HM 4,1,143
18.10.2011,21:00:22,18.10.2011 21:00,18,10,2011,21,0,9.5,47.19,1.87,raus + rein,-1,13.7,8.1,-9999,,9,HM 4,1,144
18.10.2011,22:00:22,18.10.2011 22:00,18,10,2011,22,0,9.2,81.08,3.2,"normotherm, aktiv",1,12.7,7.6,-9999,,9,HM 4,1,145
18.10.2011,23:00:22,18.10.2011 23:00,18,10,2011,23,0,9.1,119.35,4.72,"normotherm, aktiv",1,15.2,7.6,-9999,,9,HM 4,1,146
19.10.2011,00:00:22,19.10.2011 00:00,19,10,2011,0,0,9.1,93.55,3.7,"normotherm, aktiv",-1,16.2,7.6,-9999,,9,HM 4,1,147
19.10.2011,01:00:22,19.10.2011 01:00,19,10,2011,1,0,8.9,117.16,4.63,normotherm,1,14.2,7.6,-9999,,9,HM 4,1,148
19.10.2011,02:00:22,19.10.2011 02:00,19,10,2011,2,0,8.9,106.51,4.21,normotherm,1,13.7,7.1,-9999,,9,HM 4,1,149
19.10.2011,03:00:22,19.10.2011 03:00,19,10,2011,3,0,8.9,116.18,4.59,normotherm,1,15.2,7.1,-9999,,9,HM 4,1,150
19.10.2011,04:00:22,19.10.2011 04:00,19,10,2011,4,0,8.8,133.57,5.28,"normotherm, aktiv",1,15.2,7.1,-9999,,9,HM 4,1,151
19.10.2011,05:00:22,19.10.2011 05:00,19,10,2011,5,0,8.9,86.34,3.41,"normotherm, aktiv",-1,14.2,7.1,-9999,,9,HM 4,1,152
19.10.2011,06:00:22,19.10.2011 06:00,19,10,2011,6,0,8.9,116.91,4.62,normotherm,1,14.7,7.1,-9999,,9,HM 4,1,153
19.10.2011,07:00:22,19.10.2011 07:00,19,10,2011,7,0,8.9,122.51,4.84,normotherm,1,14.7,7.1,-9999,,9,HM 4,1,154
19.10.2011,08:00:22,19.10.2011 08:00,19,10,2011,8,0,8.9,92.01,3.64,"normotherm, aktiv",1,14.7,7.1,-9999,,9,HM 4,1,155
19.10.2011,09:00:22,19.10.2011 09:00,19,10,2011,9,0,8.8,62.97,2.49,"normotherm, aktiv",1,14.2,7.6,-9999,,9,HM 4,1,156
19.10.2011,10:00:22,19.10.2011 10:00,19,10,2011,10,0,9,108.26,4.28,normotherm,1,13.2,8.1,-9999,,9,HM 4,1,157
19.10.2011,11:00:22,19.10.2011 11:00,19,10,2011,11,0,9.5,77.68,3.07,"normotherm, aktiv",1,14.2,8.6,-9999,,9,HM 4,1,158
19.10.2011,12:00:22,19.10.2011 12:00,19,10,2011,12,0,10,115,4.55,normotherm,1,13.7,9.6,-9999,,9,HM 4,1,159
19.10.2011,13:00:22,19.10.2011 13:00,19,10,2011,13,0,10.7,89.29,3.53,normotherm,1,14.7,9.6,-9999,,9,HM 4,1,160
19.10.2011,14:00:22,19.10.2011 14:00,19,10,2011,14,0,11.3,98.31,3.89,normotherm,1,14.7,10.2,-9999,,9,HM 4,1,161
19.10.2011,15:00:22,19.10.2011 15:00,19,10,2011,15,0,11.1,99.93,3.95,normotherm,1,14.7,10.7,-9999,,9,HM 4,1,162
19.10.2011,16:00:22,19.10.2011 16:00,19,10,2011,16,0,11.6,90.98,3.6,normotherm,1,15.2,10.7,-9999,,9,HM 4,1,163
19.10.2011,17:00:22,19.10.2011 17:00,19,10,2011,17,0,11.4,98.01,3.87,normotherm,1,15.2,10.2,-9999,,9,HM 4,1,164
19.10.2011,18:00:22,19.10.2011 18:00,19,10,2011,18,0,10.8,109.11,4.31,normotherm,1,15.7,9.6,-9999,,9,HM 4,1,165
19.10.2011,19:00:22,19.10.2011 19:00,19,10,2011,19,0,10.1,114.18,4.51,"normotherm, aktiv",1,15.7,9.1,-9999,,9,HM 4,1,166
19.10.2011,20:00:22,19.10.2011 20:00,19,10,2011,20,0,9.9,79.89,3.16,"normotherm, aktiv",1,14.7,8.6,-9999,,9,HM 4,1,167
19.10.2011,21:00:22,19.10.2011 21:00,19,10,2011,21,0,9.7,110.12,4.35,normotherm,1,14.7,8.6,-9999,,9,HM 4,1,168
19.10.2011,22:00:22,19.10.2011 22:00,19,10,2011,22,0,9.6,123.76,4.89,normotherm,1,13.2,8.1,-9999,,9,HM 4,1,169
19.10.2011,23:00:22,19.10.2011 23:00,19,10,2011,23,0,9.2,24.96,0.99,raus + rein,-1,11.7,8.1,-9999,,9,HM 4,1,170
20.10.2011,00:00:22,20.10.2011 00:00,20,10,2011,0,0,9.1,132.95,5.25,"normotherm, aktiv",1,12.7,7.6,-9999,,9,HM 4,1,171
20.10.2011,01:00:22,20.10.2011 01:00,20,10,2011,1,0,8.9,147.69,5.84,normotherm,1,11.7,7.1,-9999,,9,HM 4,1,172
20.10.2011,02:00:22,20.10.2011 02:00,20,10,2011,2,0,8.9,130.76,5.17,normotherm,1,16.2,7.1,-9999,,9,HM 4,1,173
20.10.2011,03:00:22,20.10.2011 03:00,20,10,2011,3,0,8.6,70.62,2.79,"normotherm, aktiv",1,11.2,7.1,-9999,,9,HM 4,1,174
20.10.2011,04:00:22,20.10.2011 04:00,20,10,2011,4,0,8.5,148.89,5.89,normotherm,1,14.2,6.1,-9999,,9,HM 4,1,175
